feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
19,47,16,24,48,32,23,1
47,29,25,21,49,32,6,1
4,36,49,44,24,46,6,1
30,46,28,6,12,21,36,1
23,12,22,10,32,40,43,1
38,23,43,38,32,44,5,1
44,45,45,16,32,15,46,1
8,13,23,46,29,11,15,0
28,27,1,16,46,18,35,0
48,49,16,14,37,14,19,1
35,15,8,48,20,3,32,0
7,1,1,37,17,39,42,0
11,6,7,20,31,27,39,0
45,49,46,26,2,7,47,1
2,9,11,10,18,41,28,0
35,1,15,6,7,45,5,0
25,14,35,2,2,14,33,0
47,45,49,13,8,4,37,1
12,19,7,45,30,22,28,0
42,46,30,32,20,48,26,1
46,30,8,35,27,25,26,1
15,32,35,24,34,22,37,1
38,43,13,17,30,3,25,0
41,43,32,21,16,31,27,1
44,23,13,33,2,22,18,0
45,29,12,6,6,33,38,0
9,46,2,26,25,2,16,0
46,31,19,33,35,22,3,1
28,9,18,32,20,7,28,0
44,37,47,19,11,25,43,1
31,42,25,25,18,40,26,1
47,36,37,8,20,26,46,1
44,4,3,24,48,30,30,1
26,9,19,14,2,17,5,0
3,23,27,29,1,38,15,0
39,46,18,25,29,46,32,1
25,26,4,39,12,18,24,0
43,24,11,25,4,8,7,0
34,43,40,24,39,10,37,1
49,23,38,17,20,39,35,1
28,10,45,13,20,47,8,0
5,10,27,45,14,39,27,0
26,25,35,20,43,31,47,1
39,21,8,35,39,17,31,1
35,4,5,21,18,35,43,0
43,39,5,43,2,30,32,1
42,19,5,8,2,2,26,0
16,22,23,3,12,18,20,0
8,48,41,35,47,46,41,1
21,22,42,20,12,13,21,0
47,28,24,5,7,14,1,0
29,24,5,1,42,40,18,0
3,47,20,39,13,10,2,0
9,45,24,24,16,19,14,0
26,14,28,32,26,7,3,0
23,38,30,45,7,27,5,0
4,7,15,28,31,22,4,0
20,12,10,6,16,37,13,0
13,43,37,1,40,32,12,1
33,22,46,25,10,27,6,0
15,23,17,32,28,21,40,1
41,46,4,18,29,48,33,1
6,45,20,13,41,45,39,1
27,33,36,38,21,30,17,1
34,11,35,48,49,41,4,1
14,32,32,44,5,35,39,1
46,17,1,12,46,27,9,0
37,41,19,4,22,34,45,1
16,34,49,4,33,38,25,1
42,29,18,43,21,32,1,1
14,29,26,23,11,10,29,0
46,38,28,28,4,39,9,1
21,23,3,34,46,16,12,0
40,42,2,39,16,46,18,1
34,44,47,18,3,19,34,1
12,6,8,6,29,34,48,0
28,33,8,27,44,45,18,1
33,46,4,43,17,42,17,1
18,14,28,37,47,44,37,1
44,19,21,33,44,46,3,1
4,20,14,6,37,8,14,0
2,9,7,25,33,37,10,0
39,11,2,32,14,21,6,0
10,4,49,33,26,40,13,0
27,10,1,24,23,34,5,0
7,36,33,18,7,46,43,1
27,40,35,23,6,27,22,1
32,28,47,43,6,17,15,1
37,18,40,37,19,10,9,0
14,25,29,13,4,2,36,0
43,14,7,33,14,6,24,0
15,17,20,18,16,41,20,0
12,28,34,1,13,7,19,0
28,7,34,30,49,46,32,1
9,16,18,6,47,34,17,0
40,47,43,20,25,40,5,1
4,23,44,47,43,2,35,1
29,39,18,14,43,49,20,1
11,29,14,45,48,5,25,1
32,40,33,20,27,32,33,1
45,29,43,4,17,38,48,1
29,13,45,23,41,23,9,1
21,27,3,16,45,23,11,0
48,33,11,2,31,43,11,1
25,19,32,17,40,7,35,0
25,35,40,33,15,10,21,1
5,28,39,1,49,37,5,0
21,39,32,39,12,40,39,1
43,5,45,41,17,35,28,1
14,34,34,46,15,18,14,0
21,1,24,32,6,28,22,0
37,2,38,24,24,23,34,1
3,14,2,19,20,30,29,0
10,11,25,38,4,37,17,0
28,16,14,19,5,17,32,0
5,39,35,10,31,10,27,0
33,4,45,18,31,20,39,1
47,13,41,23,8,9,30,0
23,35,30,4,8,10,34,0
48,10,34,28,42,17,35,1
4,27,18,24,11,26,10,0
22,20,14,13,41,40,23,0
23,17,33,10,3,12,20,0
33,36,4,2,31,19,6,0
10,16,42,16,46,20,17,0
47,10,27,43,37,17,39,1
9,41,9,39,14,17,43,0
13,16,14,7,14,11,11,0
6,38,30,33,48,22,41,1
30,3,3,21,28,15,34,0
9,17,8,28,12,17,46,0
25,3,24,33,4,19,8,0
37,13,27,16,14,42,44,1
31,39,19,39,21,46,21,1
13,4,36,26,1,40,38,0
27,15,30,39,22,30,4,0
33,46,37,5,46,36,20,1
1,34,32,31,3,39,48,1
49,42,28,4,2,45,3,0
13,11,47,14,26,12,24,0
34,26,45,37,31,38,38,1
11,29,18,16,2,25,40,0
45,46,25,29,15,38,49,1
45,49,25,23,40,26,11,1
8,32,26,2,2,47,48,0
9,21,29,36,3,7,10,0
10,8,30,35,26,25,36,0
7,45,9,24,39,9,2,0
14,5,24,23,32,40,5,0
5,3,28,20,40,2,10,0
23,18,22,48,35,24,10,1
33,21,46,15,29,26,5,0
31,31,8,42,15,19,30,1
10,43,25,45,6,16,5,0
29,49,11,36,2,43,15,1
41,39,5,32,38,12,20,1
3,47,34,7,1,20,22,0
27,47,19,38,23,1,8,0
40,18,33,21,43,44,44,1
32,22,4,44,22,12,25,0
18,24,11,8,14,15,32,0
16,2,25,26,37,1,10,0
27,5,12,5,24,28,39,0
6,15,13,32,38,2,30,0
33,32,27,6,38,23,38,1
6,3,28,23,7,5,13,0
9,1,17,34,47,4,17,0
3,33,2,8,40,13,33,0
42,36,12,38,42,8,35,1
5,6,41,37,44,25,44,1
28,27,49,49,3,27,4,1
1,12,6,35,12,17,49,0
46,21,28,22,35,17,17,1
31,2,1,40,48,16,14,0
7,21,49,5,17,40,43,1
43,23,5,45,48,2,46,1
44,8,26,13,42,45,40,1
46,10,16,3,48,32,2,0
19,16,14,5,8,32,43,0
40,44,19,39,28,12,25,1
6,39,15,48,27,24,40,1
7,21,38,45,19,43,9,1
44,9,5,40,16,41,10,0
33,7,42,8,5,18,18,0
28,7,25,43,36,47,31,1
20,18,25,13,13,48,36,0
4,36,12,36,10,25,3,0
1,38,10,18,44,36,25,0
29,48,10,7,35,10,10,0
36,17,6,47,18,18,35,1
29,2,24,41,25,23,10,0
2,33,9,28,35,10,38,0
31,39,24,9,22,40,24,1
47,21,10,36,38,42,43,1
40,41,18,32,39,14,49,1
17,28,25,2,3,39,49,0
19,36,5,22,36,45,28,1
13,46,8,26,10,21,13,0
24,15,40,23,11,15,22,0
43,23,42,27,28,45,17,1
8,37,12,13,3,5,46,0
11,3,27,41,20,10,31,0
43,15,45,43,28,39,41,1
35,32,13,24,3,18,13,0
24,4,10,13,39,7,29,0
8,22,23,17,44,5,10,0
46,22,15,6,25,4,4,0
49,11,4,45,22,21,8,0
4,28,9,19,30,17,48,0
43,48,38,17,10,26,26,1
30,48,19,7,25,32,29,1
4,25,33,35,48,33,29,1
19,12,18,26,46,5,9,0
25,33,12,33,17,2,32,0
37,42,21,4,47,47,24,1
14,29,1,10,5,9,13,0
34,34,23,15,46,45,31,1
16,40,32,32,32,12,9,0
41,11,34,25,21,17,42,1
32,44,27,5,44,11,3,0
23,37,16,37,40,31,37,1
37,10,42,9,4,3,8,0
23,9,18,38,23,29,35,0
44,47,16,46,16,30,49,1
43,46,30,25,30,48,33,1
6,48,4,46,43,42,39,1
49,28,47,28,2,47,28,1
30,12,30,48,20,43,3,1
19,17,48,10,38,32,2,0
31,5,1,6,29,26,20,0
23,8,32,19,28,37,26,0
44,25,37,33,43,2,48,1
27,9,17,8,20,3,10,0
15,46,7,7,12,2,24,0
34,48,38,32,12,3,23,1
24,2,15,46,4,16,17,0
41,35,21,3,41,11,11,0
8,29,7,29,16,1,26,0
48,48,28,24,15,16,45,1
19,33,7,11,21,19,1,0
8,44,10,30,1,37,18,0
44,14,39,47,20,31,24,1
18,35,19,18,45,38,41,1
2,33,33,2,32,30,10,0
48,21,14,47,7,46,17,1
3,47,12,13,44,14,14,0
15,47,26,6,48,47,34,1
7,29,29,13,2,37,24,0
22,7,23,16,14,36,25,0
9,21,5,40,44,36,15,0
37,41,31,16,18,43,30,1
31,32,10,33,18,13,34,0
17,5,37,45,19,6,28,0
40,3,24,37,18,16,1,0
5,4,47,47,33,40,2,1
22,29,13,3,30,2,21,0
38,31,42,34,43,35,12,1
43,35,43,49,11,33,49,1
32,12,34,16,10,24,35,0
32,48,30,29,14,32,18,1
22,18,48,29,6,48,17,1
16,39,35,36,27,37,33,1
40,37,4,7,45,7,15,0
39,17,11,21,18,15,20,0
12,36,45,5,30,18,5,0
19,34,41,38,11,49,31,1
25,11,41,28,47,31,49,1
46,23,22,46,21,22,2,1
8,15,2,20,47,12,10,0
36,33,24,41,30,34,15,1
8,10,27,38,48,40,49,1
20,35,8,11,35,30,43,1
10,18,43,37,22,22,25,1
6,26,33,30,43,11,35,1
16,22,38,11,22,6,14,0
18,12,12,24,34,36,37,0
23,45,46,38,8,23,12,1
48,11,15,6,35,16,38,0
32,1,15,40,13,41,17,0
44,4,37,44,14,20,45,1
20,7,10,10,4,36,12,0
19,14,45,33,38,13,32,1
1,7,4,35,6,46,17,0
45,22,48,45,20,8,46,1
22,1,20,10,12,46,21,0
20,1,6,12,29,29,17,0
4,14,43,39,37,16,34,1
4,10,42,31,15,49,29,1
10,42,24,5,35,6,13,0
32,5,43,40,23,7,3,0
31,42,40,26,26,8,19,1
11,26,43,26,13,45,49,1
42,2,22,16,47,33,25,1
37,34,44,25,18,31,10,1
23,23,18,1,21,31,21,0
7,14,8,5,25,26,34,0
3,31,30,16,4,17,22,0
48,30,26,25,46,10,1,1
14,46,26,27,1,28,28,0
42,9,6,32,43,38,3,0
6,31,21,15,9,38,27,0
49,44,2,48,13,29,7,1
16,35,16,27,29,37,34,1
49,49,40,4,23,14,4,1
23,9,26,26,32,36,4,0
4,47,29,3,43,28,42,1
16,35,49,43,5,38,9,1
21,8,27,45,18,13,10,0
19,25,39,39,43,20,2,1
4,11,37,1,25,27,3,0
10,5,10,23,31,16,37,0
27,18,15,42,49,36,5,1
14,43,41,42,22,3,47,1
44,31,47,12,2,49,34,1
48,44,23,17,16,18,45,1
8,38,23,35,9,1,48,0
23,37,19,12,2,21,25,0
34,34,36,21,32,46,17,1
13,26,26,38,38,1,18,0
2,29,33,3,11,2,1,0
28,32,6,44,16,33,25,1
41,12,1,49,39,13,7,0
25,5,13,38,1,47,26,0
46,32,15,39,48,8,12,1
37,29,40,17,35,28,20,1
32,13,42,13,35,2,41,1
47,26,47,10,10,4,4,0
5,19,1,19,8,4,9,0
43,26,49,4,36,16,20,1
4,9,35,19,11,14,28,0
15,6,45,1,44,28,13,0
28,26,31,30,21,43,7,1
23,47,37,2,28,39,2,1
35,40,43,19,29,30,46,1
16,23,12,21,13,4,32,0
35,2,29,49,15,22,15,0
47,15,9,31,18,2,4,0
46,45,14,16,10,23,25,1
45,32,13,10,36,47,22,1
30,47,3,11,19,38,38,1
30,8,8,40,22,15,23,0
35,12,2,21,36,34,13,0
6,6,25,39,24,15,37,0
38,25,39,27,14,14,19,1
34,26,32,10,42,6,25,0
29,2,3,21,33,21,39,0
43,20,13,10,41,5,8,0
45,2,38,20,33,31,9,1
12,26,28,45,12,46,29,1
42,48,29,15,3,43,9,1
43,12,12,35,11,14,5,0
14,44,36,9,47,23,4,1
12,22,39,37,20,6,7,0
16,28,39,25,23,2,3,0
24,47,47,17,5,10,13,0
38,6,28,6,3,15,47,0
45,3,5,19,17,44,14,0
32,34,30,8,25,32,8,0
37,38,4,9,22,49,14,0
7,12,24,8,32,17,19,0
19,23,19,42,16,36,24,1
18,31,32,39,11,25,12,0
35,9,26,2,39,26,42,1
20,48,2,43,20,46,4,1
10,14,41,33,10,19,44,0
38,33,47,6,41,16,11,1
36,7,45,25,46,5,27,1
14,43,36,14,32,5,25,0
44,40,16,20,17,18,49,1
29,19,29,9,4,8,24,0
21,47,32,9,48,39,37,1
6,48,25,26,30,24,2,0
32,22,26,19,4,28,48,1
31,27,37,4,42,27,43,1
13,41,10,31,44,30,42,1
34,4,3,28,17,6,39,0
9,31,17,18,1,13,30,0
30,10,7,14,32,4,18,0
14,26,44,47,44,23,2,1
38,14,48,20,32,26,1,1
13,21,49,47,43,41,22,1
15,12,30,35,7,45,35,1
9,17,38,10,46,4,44,0
13,48,31,30,19,19,44,1
38,13,46,19,43,48,10,1
15,24,2,33,48,44,46,1
7,32,44,22,7,17,44,0
3,15,37,16,49,15,14,0
37,5,44,43,28,48,8,1
48,24,8,48,26,36,6,1
39,9,7,13,41,22,21,0
8,36,2,48,45,7,23,0
49,5,31,20,20,40,8,0
27,46,36,16,45,20,46,1
40,21,9,49,38,34,29,1
39,36,17,20,47,41,29,1
36,41,32,35,3,17,14,1
13,24,45,6,42,7,18,0
10,28,9,19,36,30,29,0
22,43,15,33,39,43,35,1
29,35,36,25,37,12,32,1
36,16,8,4,41,25,14,0
17,12,6,39,9,41,42,0
11,11,20,29,22,19,44,0
35,30,46,48,27,3,49,1
7,12,26,14,44,1,21,0
17,4,8,47,40,28,45,1
39,16,31,41,7,43,22,1
45,19,39,34,1,34,36,1
20,3,14,4,31,42,46,0
19,30,25,37,5,33,36,1
2,15,17,3,23,24,43,0
36,43,28,38,7,14,25,1
19,2,19,5,9,31,25,0
5,16,36,31,44,20,45,1
42,8,45,39,40,38,26,1
20,3,30,6,41,12,43,0
25,49,3,28,44,15,8,0
19,16,16,49,44,28,45,1
28,1,26,9,13,36,16,0
28,28,20,27,32,24,40,1
48,17,37,6,9,35,23,0
38,21,24,7,46,11,28,0
44,38,48,6,15,3,39,1
44,23,27,44,46,2,3,1
5,23,1,34,7,8,12,0
16,26,38,49,1,38,37,1
13,2,33,29,28,21,38,0
25,19,10,16,21,16,29,0
38,34,26,17,30,31,41,1
45,21,21,1,1,31,31,0
28,32,7,22,13,39,36,1
27,21,34,15,48,30,36,1
35,15,27,25,26,7,9,0
12,5,25,47,31,19,39,1
49,8,35,3,33,31,32,1
28,46,31,2,43,22,24,1
10,37,41,23,25,32,42,1
7,14,14,40,9,5,27,0
31,39,19,49,48,44,40,1
33,42,18,47,29,11,47,1
24,7,14,3,36,44,9,0
49,31,14,49,20,23,14,1
24,47,44,8,30,30,27,1
35,29,30,18,36,29,45,1
28,19,38,44,12,30,21,1
8,39,5,9,24,37,28,0
28,13,10,39,2,23,46,0
44,31,35,39,14,44,45,1
36,18,47,34,44,38,1,1
23,39,7,8,9,36,27,0
10,43,33,6,24,25,31,0
12,9,17,32,46,46,15,1
45,30,5,24,31,32,22,1
7,43,4,15,41,6,37,0
21,1,34,36,13,45,49,1
16,49,42,19,26,44,39,1
23,38,42,21,31,44,6,1
23,38,39,29,49,45,43,1
48,36,44,34,5,47,7,1
38,23,19,25,7,41,28,1
6,20,12,33,5,42,43,0
35,37,32,47,32,17,48,1
41,47,17,47,35,2,44,1
48,2,11,44,44,44,2,1
39,8,24,22,31,29,34,1
37,13,28,17,49,49,32,1
34,12,28,40,46,24,42,1
6,43,7,15,38,25,23,0
48,39,22,28,49,10,34,1
47,24,43,5,46,24,24,1
10,40,15,1,21,2,15,0
3,20,20,46,47,46,3,1
31,30,7,9,17,25,31,0
4,39,35,27,44,28,33,1
36,33,30,6,20,18,15,0
48,19,47,26,37,34,46,1
20,10,7,17,11,39,14,0
21,18,31,1,2,45,20,0
44,37,13,35,47,48,37,1
40,28,48,49,48,48,21,1
3,47,20,9,4,44,41,0
27,4,31,46,34,36,3,1
24,19,19,18,42,25,18,0
35,19,26,25,44,1,10,0
30,40,34,3,2,2,30,0
15,3,44,26,14,28,32,0
14,38,13,7,5,38,18,0
25,38,44,12,4,41,6,0
28,9,40,4,43,14,49,1
49,11,14,19,34,2,23,0
27,20,43,17,22,47,28,1
20,17,32,42,10,31,2,0
4,35,5,7,26,19,46,0
10,21,41,33,18,28,25,1
32,35,14,15,19,31,45,1
26,39,34,37,35,46,19,1
15,8,47,33,42,23,32,1
45,29,1,32,13,47,24,1
17,44,16,7,33,30,27,0
27,36,36,37,43,10,6,1
26,2,5,43,3,30,25,0
20,3,3,42,21,4,18,0
32,12,48,16,1,26,19,0
18,27,25,30,26,6,5,0
49,43,25,32,20,19,43,1
39,49,7,21,29,6,10,0
8,4,12,15,38,28,32,0
23,5,20,17,18,37,5,0
14,27,2,20,27,45,25,0
11,23,12,44,3,45,15,0
49,41,17,3,16,46,18,1
39,6,9,19,6,2,26,0
47,44,22,35,8,27,24,1
6,3,2,40,33,42,17,0
27,38,35,47,26,15,22,1
16,20,7,27,3,44,16,0
10,22,17,10,16,34,32,0
14,13,32,12,4,9,23,0
43,22,25,17,41,24,32,1
6,43,49,4,45,5,4,0
2,22,3,14,47,13,41,0
14,49,17,35,29,11,37,1
19,41,45,43,7,13,9,1
36,27,12,1,14,1,15,0
6,31,45,20,37,11,18,0
7,39,37,45,38,31,42,1
29,15,21,29,28,38,19,1
49,23,14,48,6,28,21,1
14,41,2,8,38,20,28,0
28,3,1,9,48,37,48,0
25,21,44,12,21,15,38,1
39,44,7,36,12,41,9,1
19,49,43,41,16,23,42,1
19,12,24,34,21,12,44,0
37,25,26,46,24,15,9,1
38,22,22,31,37,39,17,1
1,35,40,36,1,42,47,1
41,48,34,2,2,1,24,0
33,10,48,8,40,9,36,1
31,36,2,30,46,37,8,1
32,47,24,49,28,47,43,1
25,46,6,41,23,20,5,0
23,45,28,49,31,8,4,1
39,34,36,19,24,24,9,1
3,41,14,45,32,33,11,1
44,28,9,20,38,35,33,1
5,20,14,28,15,24,34,0
24,34,38,9,13,42,20,1
1,2,24,45,23,15,37,0
29,40,14,5,27,39,2,0
11,19,10,16,3,2,40,0
14,42,16,25,47,32,23,1
6,12,42,29,34,22,41,1
37,30,33,11,47,49,28,1
20,24,45,48,6,24,30,1
25,4,40,2,3,14,1,0
48,43,22,45,30,35,19,1
41,5,33,23,47,44,19,1
25,35,35,7,1,3,2,0
37,21,38,26,18,40,35,1
25,40,13,34,6,5,45,0
21,9,29,27,46,6,32,0
36,12,35,14,8,48,15,0
28,22,32,49,2,27,3,0
41,16,2,47,24,2,13,0
22,13,28,9,43,41,39,1
37,30,41,47,48,42,3,1
14,33,1,3,2,47,16,0
29,4,43,42,20,8,44,1
37,2,10,44,30,34,45,1
15,15,19,43,24,15,40,0
21,8,44,12,14,13,9,0
4,21,12,39,17,30,24,0
37,49,36,49,46,31,11,1
4,37,45,4,23,45,5,0
19,48,26,49,9,17,42,1
27,18,34,14,27,10,30,0
45,28,40,26,2,38,4,1
8,42,39,48,6,32,14,1
16,14,37,39,37,8,12,0
44,24,40,46,43,15,22,1
4,21,30,32,11,34,27,0
44,39,16,44,37,4,12,1
27,13,43,24,13,36,32,1
14,20,11,11,27,8,29,0
31,20,32,20,46,11,45,1
14,40,20,47,13,10,10,0
28,22,48,33,34,21,29,1
31,46,42,9,17,40,19,1
12,12,7,20,34,17,5,0
9,15,44,44,48,46,10,1
37,29,38,4,40,5,31,1
39,9,23,10,31,10,10,0
33,17,15,28,14,26,6,0
20,39,33,37,47,25,32,1
5,28,45,40,8,10,30,0
40,22,1,22,36,12,44,1
39,17,8,15,30,7,12,0
19,25,44,35,25,29,25,1
45,19,35,1,2,8,6,0
47,30,14,10,17,9,20,0
41,45,1,42,24,39,30,1
35,35,1,29,6,4,3,0
8,40,14,35,3,30,22,0
20,42,41,40,18,33,21,1
28,24,12,43,2,9,6,0
44,49,46,46,3,12,48,1
38,44,31,29,18,4,25,1
23,43,19,22,20,47,49,1
41,21,2,22,7,17,7,0
38,6,8,44,14,12,34,0
12,11,40,38,24,2,5,0
9,45,11,27,10,35,41,1
40,4,1,35,3,22,16,0
44,30,28,43,30,45,23,1
46,8,26,47,26,41,10,1
21,30,46,32,28,25,17,1
44,16,7,31,42,1,33,0
12,27,20,47,34,1,48,1
1,25,46,10,40,26,33,1
40,45,38,8,43,29,28,1
33,15,16,35,46,34,3,1
7,48,5,31,10,16,27,0
45,10,33,38,49,29,43,1
33,40,12,36,27,4,10,0
47,5,16,38,14,39,28,1
46,37,27,41,28,27,33,1
20,12,13,17,24,37,30,0
25,14,42,18,10,6,20,0
44,49,9,42,17,9,22,1
21,41,41,30,1,37,43,1
47,38,13,46,43,29,10,1
35,19,5,38,40,31,33,1
24,35,22,3,40,18,27,0
4,35,14,25,31,9,48,0
47,33,30,3,43,42,44,1
47,13,7,14,17,6,20,0
49,5,42,20,22,30,16,1
36,7,3,3,35,13,32,0
47,12,22,20,24,2,44,0
48,2,4,48,36,33,12,1
27,1,39,7,47,11,33,0
45,9,9,16,27,44,45,1
25,38,8,13,39,48,38,1
12,17,4,26,10,36,34,0
6,24,47,31,6,30,35,1
27,6,26,26,11,24,17,0
36,5,3,36,24,6,7,0
21,27,4,25,41,47,13,1
38,35,41,2,8,49,47,1
12,27,25,8,11,31,27,0
14,38,41,49,31,33,47,1
20,26,9,2,8,35,6,0
7,38,43,21,45,15,3,0
15,49,1,49,22,5,49,1
47,7,47,6,5,6,4,0
7,39,5,26,5,48,16,0
8,3,30,37,16,27,42,0
10,10,5,25,29,1,48,0
49,10,35,45,10,4,27,1
9,10,43,44,46,23,12,1
14,38,35,9,44,13,38,1
8,5,25,3,36,24,9,0
9,36,10,43,2,25,4,0
14,15,43,34,14,13,47,1
22,31,45,49,44,1,37,1
18,41,13,49,20,31,20,1
35,17,38,13,39,15,48,1
25,21,7,47,45,1,37,1
48,17,8,36,38,4,19,0
30,37,27,10,9,23,47,1
15,46,17,14,8,24,40,0
20,48,34,7,2,22,15,0
12,28,12,18,39,3,39,0
7,14,34,49,1,2,25,0
49,40,6,44,29,3,43,1
46,23,24,23,48,10,5,1
6,29,3,37,9,18,4,0
30,17,18,36,13,8,8,0
30,8,35,29,14,34,12,0
31,31,12,25,17,17,32,0
30,20,23,6,18,35,41,0
9,9,8,33,3,15,40,0
13,13,20,24,47,38,42,1
34,2,25,6,40,20,39,0
29,39,22,21,39,2,47,1
40,5,14,1,49,23,2,0
49,18,29,41,40,36,47,1
15,2,5,2,48,37,44,0
1,39,34,44,2,11,16,0
4,5,17,21,17,36,33,0
44,34,14,23,35,33,48,1
31,7,44,40,23,6,4,0
47,34,31,30,49,6,40,1
15,12,36,46,13,42,44,1
35,27,47,4,45,24,3,1
45,41,18,32,7,42,13,1
14,42,49,49,17,42,5,1
22,30,29,14,11,26,34,0
12,30,28,9,30,47,3,0
35,32,44,20,47,41,43,1
44,35,25,40,21,25,45,1
25,10,25,16,35,36,43,1
40,38,41,10,34,28,38,1
5,46,47,36,1,9,49,1
44,36,3,11,49,4,49,1
37,33,43,49,48,25,28,1
14,36,40,47,47,14,29,1
8,34,31,47,38,11,7,1
32,31,44,15,39,45,38,1
13,6,49,22,48,10,9,0
37,49,35,8,25,13,10,1
44,12,44,9,28,1,27,0
44,3,35,38,45,48,23,1
13,25,25,44,11,5,6,0
16,2,21,25,22,47,45,1
38,31,47,41,18,10,13,1
4,48,32,46,23,10,49,1
35,46,46,14,34,8,14,1
18,15,31,13,16,14,1,0
36,11,17,28,3,4,24,0
35,24,6,13,49,7,49,1
41,48,36,47,44,38,35,1
21,26,22,42,21,43,31,1
6,48,39,28,44,2,38,1
26,25,20,43,35,3,42,1
30,17,10,23,37,13,26,0
8,48,43,34,8,46,26,1
17,10,3,38,40,29,36,0
27,13,8,35,46,33,2,0
12,46,44,28,24,17,45,1
24,45,25,32,7,49,25,1
28,44,43,30,22,20,8,1
48,18,1,31,19,33,38,1
46,13,49,9,39,24,23,1
22,23,46,40,32,42,42,1
33,25,27,41,35,27,40,1
13,44,24,37,1,49,17,1
38,2,42,44,30,21,13,1
17,30,14,42,46,34,14,1
47,11,1,38,37,11,9,0
11,23,38,6,44,18,32,0
38,4,40,24,39,4,3,0
16,22,37,25,46,33,44,1
27,14,38,25,23,15,28,0
48,29,47,11,11,31,39,1
35,42,6,42,14,38,33,1
35,24,6,22,20,23,31,0
19,35,43,28,9,28,15,1
25,44,19,43,35,32,6,1
27,2,40,18,45,47,34,1
42,31,28,2,13,7,32,0
27,3,45,49,40,27,15,1
7,33,32,46,19,13,37,1
35,15,9,32,28,45,17,1
36,32,7,2,13,20,13,0
20,7,28,1,14,11,5,0
4,33,10,26,26,25,13,0
19,11,18,34,46,17,3,0
33,7,38,26,4,4,33,0
36,42,13,5,13,18,41,0
37,27,1,45,38,10,18,1
25,25,17,4,36,21,11,0
26,15,46,29,9,2,29,0
21,45,2,38,15,19,44,1
38,15,29,6,9,22,30,0
26,47,42,23,36,40,37,1
26,9,18,5,30,13,2,0
22,23,12,26,32,5,18,0
46,15,1,1,14,18,25,0
31,1,21,45,39,46,26,1
5,12,7,27,43,42,21,0
35,33,10,41,32,4,4,0
32,30,19,3,5,45,47,1
1,4,10,19,45,35,41,0
3,5,4,23,27,31,24,0
21,12,19,31,17,15,23,0
7,1,42,8,46,8,10,0
11,42,13,30,18,38,46,1
22,39,40,49,34,19,43,1
16,16,13,17,6,1,49,0
20,23,46,5,40,35,44,1
17,17,3,36,38,46,29,1
6,38,17,15,20,5,9,0
5,19,1,8,9,14,15,0
49,27,28,17,41,11,31,1
48,3,11,19,13,37,12,0
12,13,30,41,2,9,5,0
5,20,23,41,46,19,32,1
39,39,48,31,17,36,29,1
3,42,6,16,22,40,40,0
39,41,9,21,47,40,4,1
49,20,41,7,18,23,47,1
3,10,1,15,33,12,26,0
15,6,31,42,8,19,22,0
29,32,45,27,1,42,7,1
47,37,4,36,28,16,39,1
16,18,8,16,4,34,29,0
13,15,26,15,26,26,41,0
24,22,31,21,23,8,47,1
3,40,15,48,21,29,21,1
26,11,9,33,26,35,28,0
29,36,8,14,43,30,45,1
13,9,8,7,37,35,4,0
10,49,2,1,21,49,11,0
14,29,21,21,7,43,26,0
33,8,42,16,21,1,11,0
3,36,18,6,42,26,18,0
4,38,33,44,4,13,40,1
41,37,25,35,18,46,13,1
30,24,15,13,4,3,4,0
42,40,31,23,1,34,14,1
1,9,11,20,14,38,15,0
10,15,32,46,26,16,43,1
19,33,20,10,5,22,5,0
39,25,1,18,1,13,16,0
42,2,27,42,42,9,7,0
36,48,3,27,2,30,16,0
42,40,16,38,17,4,26,1
23,14,1,33,25,23,30,0
32,21,46,31,31,37,7,1
25,10,2,45,14,17,30,0
12,42,12,7,19,1,20,0
36,9,48,31,6,8,24,0
41,3,6,49,44,12,22,1
25,48,11,45,11,38,18,1
18,42,37,38,4,21,31,1
42,30,27,20,3,25,38,1
13,36,38,13,20,46,27,1
8,32,28,27,23,7,27,0
48,35,37,9,49,16,6,1
36,27,39,10,12,27,16,0
9,16,6,25,28,41,32,0
8,47,28,3,16,20,30,0
19,31,46,42,43,34,8,1
13,34,48,20,21,41,2,1
9,17,9,31,44,8,13,0
5,16,40,17,23,8,25,0
38,2,41,46,24,34,8,1
33,35,38,23,36,7,7,1
7,49,45,28,10,45,48,1
15,21,45,25,27,45,28,1
47,32,43,7,43,42,28,1
20,45,3,32,44,33,6,1
30,25,17,15,34,12,35,0
34,29,18,42,37,21,15,1
20,8,22,38,26,14,6,0
42,37,49,16,33,25,24,1
21,32,10,35,5,22,9,0
49,43,30,46,32,26,2,1
29,18,20,39,39,2,41,1
12,32,27,15,18,1,28,0
10,13,23,5,8,28,11,0
18,8,32,12,15,23,34,0
15,36,34,20,38,35,43,1
48,13,18,4,36,43,10,0
45,27,28,35,32,49,17,1
11,1,11,5,32,32,32,0
33,42,47,48,34,20,11,1
17,43,21,3,18,31,23,0
18,21,29,43,35,3,11,0
42,1,18,38,20,33,6,0
40,35,23,12,22,22,17,0
18,13,36,3,24,45,14,0
30,15,30,9,9,23,49,0
12,41,2,6,19,39,33,0
37,38,25,43,45,2,32,1
32,2,1,9,28,20,12,0
27,13,23,31,26,38,1,0
48,30,45,11,4,48,11,1
12,31,37,18,5,35,9,0
